Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
contribution,determine,at least the nature of the expenditure that may be reimbursed by the contribution,"['nature', 'expenditure', 'contribution']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 224  Call for contributions ,"Contributions shall be awarded through a call for contributions published each year, at least on the website of the European Parliament. A European political party may be awarded only one contribution per year. A European political party may receive a contribution only if it applies for funding on the terms and conditions laid down in the call for contributions. The call for contributions shall determine the conditions under which the applicant may receive a contribution in accordance with Regulation (EU, Euratom) No 1141/2014, as well as the exclusion criteria. The call for contributions shall determine, at least, the nature of the expenditure that may be reimbursed by the contribution. The call for contributions shall require an estimated budget."
contribution,require,an estimated budget,['estimate budget'],TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 224  Call for contributions ,"Contributions shall be awarded through a call for contributions published each year, at least on the website of the European Parliament. A European political party may be awarded only one contribution per year. A European political party may receive a contribution only if it applies for funding on the terms and conditions laid down in the call for contributions. The call for contributions shall determine the conditions under which the applicant may receive a contribution in accordance with Regulation (EU, Euratom) No 1141/2014, as well as the exclusion criteria. The call for contributions shall determine, at least, the nature of the expenditure that may be reimbursed by the contribution. The call for contributions shall require an estimated budget."
application contribution,submit,duly within the time limit in writing including where appro­priate in a secure electronic format,"['time limit', 'write', 'secure electronic format']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 225  Award procedure ,"Applications for contributions shall be duly submitted within the time limit, in writing, including, where appro­priate, in a secure electronic format. L 193/140  Contributions shall not be awarded to applicants who, at the time of the award procedure, are in one or more of the situations referred to in Articles 136(1) and 141(1) and those who are registered as excluded in the database referred to in Article 142. Applicants shall be required to certify that they are not in one of the situations referred to in paragraph 2. The authorising officer responsible may be assisted by a committee to evaluate the applications for contributions. The authorising officer responsible shall specify the rules regarding the composition, appointment and functioning of such committee, and the rules to prevent any conflict of interests. Applications that comply with the eligibility and exclusion criteria shall be selected on the basis of the award criteria set out in Article 19 of Regulation (EU, Euratom) No 1141/2014. The decision of the authorising officer responsible on the applications shall state at least: (a) the subject and the overall amount of the contributions; (b) the name of the selected applicants and the amounts accepted for each of them; (c) the names of any applicants rejected and the reasons for that rejection. The authorising officer responsible shall inform applicants in writing of the decision on their applications. If the application for funding is rejected or the amounts requested are not awarded in part or in full, the authorising officer responsible shall give the reasons for either the rejection of the application or the non-award of the amounts requested, with reference in particular to the eligibility and award criteria referred to in paragraph 5 of this Article and Article 224(4). If the application is rejected, the authorising officer responsible shall inform the applicant of the available means of administrative and/or judicial redress as provided for in Article 133(2). Contributions shall be covered by a written agreement."
contribution,refer,to in article 142,['article'],TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 225  Award procedure ,"Applications for contributions shall be duly submitted within the time limit, in writing, including, where appro­priate, in a secure electronic format. L 193/140  Contributions shall not be awarded to applicants who, at the time of the award procedure, are in one or more of the situations referred to in Articles 136(1) and 141(1) and those who are registered as excluded in the database referred to in Article 142. Applicants shall be required to certify that they are not in one of the situations referred to in paragraph 2. The authorising officer responsible may be assisted by a committee to evaluate the applications for contributions. The authorising officer responsible shall specify the rules regarding the composition, appointment and functioning of such committee, and the rules to prevent any conflict of interests. Applications that comply with the eligibility and exclusion criteria shall be selected on the basis of the award criteria set out in Article 19 of Regulation (EU, Euratom) No 1141/2014. The decision of the authorising officer responsible on the applications shall state at least: (a) the subject and the overall amount of the contributions; (b) the name of the selected applicants and the amounts accepted for each of them; (c) the names of any applicants rejected and the reasons for that rejection. The authorising officer responsible shall inform applicants in writing of the decision on their applications. If the application for funding is rejected or the amounts requested are not awarded in part or in full, the authorising officer responsible shall give the reasons for either the rejection of the application or the non-award of the amounts requested, with reference in particular to the eligibility and award criteria referred to in paragraph 5 of this Article and Article 224(4). If the application is rejected, the authorising officer responsible shall inform the applicant of the available means of administrative and/or judicial redress as provided for in Article 133(2). Contributions shall be covered by a written agreement."
applicant,require,to certify that applicants are not in one of the situations referred to in paragraph,"['applicant', 'situation', 'paragraph']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 225  Award procedure ,"Applications for contributions shall be duly submitted within the time limit, in writing, including, where appro­priate, in a secure electronic format. L 193/140  Contributions shall not be awarded to applicants who, at the time of the award procedure, are in one or more of the situations referred to in Articles 136(1) and 141(1) and those who are registered as excluded in the database referred to in Article 142. Applicants shall be required to certify that they are not in one of the situations referred to in paragraph 2. The authorising officer responsible may be assisted by a committee to evaluate the applications for contributions. The authorising officer responsible shall specify the rules regarding the composition, appointment and functioning of such committee, and the rules to prevent any conflict of interests. Applications that comply with the eligibility and exclusion criteria shall be selected on the basis of the award criteria set out in Article 19 of Regulation (EU, Euratom) No 1141/2014. The decision of the authorising officer responsible on the applications shall state at least: (a) the subject and the overall amount of the contributions; (b) the name of the selected applicants and the amounts accepted for each of them; (c) the names of any applicants rejected and the reasons for that rejection. The authorising officer responsible shall inform applicants in writing of the decision on their applications. If the application for funding is rejected or the amounts requested are not awarded in part or in full, the authorising officer responsible shall give the reasons for either the rejection of the application or the non-award of the amounts requested, with reference in particular to the eligibility and award criteria referred to in paragraph 5 of this Article and Article 224(4). If the application is rejected, the authorising officer responsible shall inform the applicant of the available means of administrative and/or judicial redress as provided for in Article 133(2). Contributions shall be covered by a written agreement."
applicant,be,in one of the situations referred to in paragraph,"['situation', 'paragraph']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 225  Award procedure ,"Applications for contributions shall be duly submitted within the time limit, in writing, including, where appro­priate, in a secure electronic format. L 193/140  Contributions shall not be awarded to applicants who, at the time of the award procedure, are in one or more of the situations referred to in Articles 136(1) and 141(1) and those who are registered as excluded in the database referred to in Article 142. Applicants shall be required to certify that they are not in one of the situations referred to in paragraph 2. The authorising officer responsible may be assisted by a committee to evaluate the applications for contributions. The authorising officer responsible shall specify the rules regarding the composition, appointment and functioning of such committee, and the rules to prevent any conflict of interests. Applications that comply with the eligibility and exclusion criteria shall be selected on the basis of the award criteria set out in Article 19 of Regulation (EU, Euratom) No 1141/2014. The decision of the authorising officer responsible on the applications shall state at least: (a) the subject and the overall amount of the contributions; (b) the name of the selected applicants and the amounts accepted for each of them; (c) the names of any applicants rejected and the reasons for that rejection. The authorising officer responsible shall inform applicants in writing of the decision on their applications. If the application for funding is rejected or the amounts requested are not awarded in part or in full, the authorising officer responsible shall give the reasons for either the rejection of the application or the non-award of the amounts requested, with reference in particular to the eligibility and award criteria referred to in paragraph 5 of this Article and Article 224(4). If the application is rejected, the authorising officer responsible shall inform the applicant of the available means of administrative and/or judicial redress as provided for in Article 133(2). Contributions shall be covered by a written agreement."
authorise officer responsible,assist,by a committee to evaluate the applications for contributions,"['committee', 'application', 'contribution']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 225  Award procedure ,"Applications for contributions shall be duly submitted within the time limit, in writing, including, where appro­priate, in a secure electronic format. L 193/140  Contributions shall not be awarded to applicants who, at the time of the award procedure, are in one or more of the situations referred to in Articles 136(1) and 141(1) and those who are registered as excluded in the database referred to in Article 142. Applicants shall be required to certify that they are not in one of the situations referred to in paragraph 2. The authorising officer responsible may be assisted by a committee to evaluate the applications for contributions. The authorising officer responsible shall specify the rules regarding the composition, appointment and functioning of such committee, and the rules to prevent any conflict of interests. Applications that comply with the eligibility and exclusion criteria shall be selected on the basis of the award criteria set out in Article 19 of Regulation (EU, Euratom) No 1141/2014. The decision of the authorising officer responsible on the applications shall state at least: (a) the subject and the overall amount of the contributions; (b) the name of the selected applicants and the amounts accepted for each of them; (c) the names of any applicants rejected and the reasons for that rejection. The authorising officer responsible shall inform applicants in writing of the decision on their applications. If the application for funding is rejected or the amounts requested are not awarded in part or in full, the authorising officer responsible shall give the reasons for either the rejection of the application or the non-award of the amounts requested, with reference in particular to the eligibility and award criteria referred to in paragraph 5 of this Article and Article 224(4). If the application is rejected, the authorising officer responsible shall inform the applicant of the available means of administrative and/or judicial redress as provided for in Article 133(2). Contributions shall be covered by a written agreement."
authorise officer responsible,specify,the rules regarding the composition appointment and functioning of such committee and the rules to prevent any conflict of interests,"['rule', 'composition appointment', 'function', 'committee', 'rule', 'conflict', 'interest']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 225  Award procedure ,"Applications for contributions shall be duly submitted within the time limit, in writing, including, where appro­priate, in a secure electronic format. L 193/140  Contributions shall not be awarded to applicants who, at the time of the award procedure, are in one or more of the situations referred to in Articles 136(1) and 141(1) and those who are registered as excluded in the database referred to in Article 142. Applicants shall be required to certify that they are not in one of the situations referred to in paragraph 2. The authorising officer responsible may be assisted by a committee to evaluate the applications for contributions. The authorising officer responsible shall specify the rules regarding the composition, appointment and functioning of such committee, and the rules to prevent any conflict of interests. Applications that comply with the eligibility and exclusion criteria shall be selected on the basis of the award criteria set out in Article 19 of Regulation (EU, Euratom) No 1141/2014. The decision of the authorising officer responsible on the applications shall state at least: (a) the subject and the overall amount of the contributions; (b) the name of the selected applicants and the amounts accepted for each of them; (c) the names of any applicants rejected and the reasons for that rejection. The authorising officer responsible shall inform applicants in writing of the decision on their applications. If the application for funding is rejected or the amounts requested are not awarded in part or in full, the authorising officer responsible shall give the reasons for either the rejection of the application or the non-award of the amounts requested, with reference in particular to the eligibility and award criteria referred to in paragraph 5 of this Article and Article 224(4). If the application is rejected, the authorising officer responsible shall inform the applicant of the available means of administrative and/or judicial redress as provided for in Article 133(2). Contributions shall be covered by a written agreement."
application comply eligibility exclusion criterion,select,on the basis of the award criteria set out in article 19 of regulation (eu euratom,"['basis', 'award criterion', 'article', 'regulation', 'eu euratom']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 225  Award procedure ,"Applications for contributions shall be duly submitted within the time limit, in writing, including, where appro­priate, in a secure electronic format. L 193/140  Contributions shall not be awarded to applicants who, at the time of the award procedure, are in one or more of the situations referred to in Articles 136(1) and 141(1) and those who are registered as excluded in the database referred to in Article 142. Applicants shall be required to certify that they are not in one of the situations referred to in paragraph 2. The authorising officer responsible may be assisted by a committee to evaluate the applications for contributions. The authorising officer responsible shall specify the rules regarding the composition, appointment and functioning of such committee, and the rules to prevent any conflict of interests. Applications that comply with the eligibility and exclusion criteria shall be selected on the basis of the award criteria set out in Article 19 of Regulation (EU, Euratom) No 1141/2014. The decision of the authorising officer responsible on the applications shall state at least: (a) the subject and the overall amount of the contributions; (b) the name of the selected applicants and the amounts accepted for each of them; (c) the names of any applicants rejected and the reasons for that rejection. The authorising officer responsible shall inform applicants in writing of the decision on their applications. If the application for funding is rejected or the amounts requested are not awarded in part or in full, the authorising officer responsible shall give the reasons for either the rejection of the application or the non-award of the amounts requested, with reference in particular to the eligibility and award criteria referred to in paragraph 5 of this Article and Article 224(4). If the application is rejected, the authorising officer responsible shall inform the applicant of the available means of administrative and/or judicial redress as provided for in Article 133(2). Contributions shall be covered by a written agreement."
authorise officer responsible,inform,applicants in writing of the decision on applicants applications,"['applicant', 'write', 'decision', 'applicant application']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 225  Award procedure ,"Applications for contributions shall be duly submitted within the time limit, in writing, including, where appro­priate, in a secure electronic format. L 193/140  Contributions shall not be awarded to applicants who, at the time of the award procedure, are in one or more of the situations referred to in Articles 136(1) and 141(1) and those who are registered as excluded in the database referred to in Article 142. Applicants shall be required to certify that they are not in one of the situations referred to in paragraph 2. The authorising officer responsible may be assisted by a committee to evaluate the applications for contributions. The authorising officer responsible shall specify the rules regarding the composition, appointment and functioning of such committee, and the rules to prevent any conflict of interests. Applications that comply with the eligibility and exclusion criteria shall be selected on the basis of the award criteria set out in Article 19 of Regulation (EU, Euratom) No 1141/2014. The decision of the authorising officer responsible on the applications shall state at least: (a) the subject and the overall amount of the contributions; (b) the name of the selected applicants and the amounts accepted for each of them; (c) the names of any applicants rejected and the reasons for that rejection. The authorising officer responsible shall inform applicants in writing of the decision on their applications. If the application for funding is rejected or the amounts requested are not awarded in part or in full, the authorising officer responsible shall give the reasons for either the rejection of the application or the non-award of the amounts requested, with reference in particular to the eligibility and award criteria referred to in paragraph 5 of this Article and Article 224(4). If the application is rejected, the authorising officer responsible shall inform the applicant of the available means of administrative and/or judicial redress as provided for in Article 133(2). Contributions shall be covered by a written agreement."
amount request,award,in part or,[],TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 225  Award procedure ,"Applications for contributions shall be duly submitted within the time limit, in writing, including, where appro­priate, in a secure electronic format. L 193/140  Contributions shall not be awarded to applicants who, at the time of the award procedure, are in one or more of the situations referred to in Articles 136(1) and 141(1) and those who are registered as excluded in the database referred to in Article 142. Applicants shall be required to certify that they are not in one of the situations referred to in paragraph 2. The authorising officer responsible may be assisted by a committee to evaluate the applications for contributions. The authorising officer responsible shall specify the rules regarding the composition, appointment and functioning of such committee, and the rules to prevent any conflict of interests. Applications that comply with the eligibility and exclusion criteria shall be selected on the basis of the award criteria set out in Article 19 of Regulation (EU, Euratom) No 1141/2014. The decision of the authorising officer responsible on the applications shall state at least: (a) the subject and the overall amount of the contributions; (b) the name of the selected applicants and the amounts accepted for each of them; (c) the names of any applicants rejected and the reasons for that rejection. The authorising officer responsible shall inform applicants in writing of the decision on their applications. If the application for funding is rejected or the amounts requested are not awarded in part or in full, the authorising officer responsible shall give the reasons for either the rejection of the application or the non-award of the amounts requested, with reference in particular to the eligibility and award criteria referred to in paragraph 5 of this Article and Article 224(4). If the application is rejected, the authorising officer responsible shall inform the applicant of the available means of administrative and/or judicial redress as provided for in Article 133(2). Contributions shall be covered by a written agreement."
contribution,cover,by a written agreement,['write agreement'],TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 225  Award procedure ,"Applications for contributions shall be duly submitted within the time limit, in writing, including, where appro­priate, in a secure electronic format. L 193/140  Contributions shall not be awarded to applicants who, at the time of the award procedure, are in one or more of the situations referred to in Articles 136(1) and 141(1) and those who are registered as excluded in the database referred to in Article 142. Applicants shall be required to certify that they are not in one of the situations referred to in paragraph 2. The authorising officer responsible may be assisted by a committee to evaluate the applications for contributions. The authorising officer responsible shall specify the rules regarding the composition, appointment and functioning of such committee, and the rules to prevent any conflict of interests. Applications that comply with the eligibility and exclusion criteria shall be selected on the basis of the award criteria set out in Article 19 of Regulation (EU, Euratom) No 1141/2014. The decision of the authorising officer responsible on the applications shall state at least: (a) the subject and the overall amount of the contributions; (b) the name of the selected applicants and the amounts accepted for each of them; (c) the names of any applicants rejected and the reasons for that rejection. The authorising officer responsible shall inform applicants in writing of the decision on their applications. If the application for funding is rejected or the amounts requested are not awarded in part or in full, the authorising officer responsible shall give the reasons for either the rejection of the application or the non-award of the amounts requested, with reference in particular to the eligibility and award criteria referred to in paragraph 5 of this Article and Article 224(4). If the application is rejected, the authorising officer responsible shall inform the applicant of the available means of administrative and/or judicial redress as provided for in Article 133(2). Contributions shall be covered by a written agreement."
contribution,take,any of the following forms,['follow form'],TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 226  Form of contributions ,"Contributions may take any of the following forms: (a) reimbursement of a percentage of the reimbursable expenditure actually incurred; (b) reimbursement on the basis of unit costs; (c) lump sums; (d) flat-rate financing; (e) a combination of the forms referred to in points (a) to (d). Only expenditure which meets the criteria established in the calls for contributions and which has not been incurred prior to the date of submission of the application may be reimbursed. The agreement referred to in Article 225(8) shall include provisions that allow verifying that the conditions for the award of lump sums, flat-rate financing or unit costs have been complied with. The contributions shall be paid out in full through one single pre-financing payment, unless, in duly justified cases, the authorising officer responsible decides otherwise."
reimbursement percentage reimbursable expenditure,incur,reimbursement contributions may take any of the following forms: actually on the basis of unit costs flatrate financing a combination of the forms referred to in points to,"['reimbursement contribution', 'follow form', 'basis', 'unit', 'flatrate financing', 'combination', 'form', 'point']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 226  Form of contributions ,"Contributions may take any of the following forms: (a) reimbursement of a percentage of the reimbursable expenditure actually incurred; (b) reimbursement on the basis of unit costs; (c) lump sums; (d) flat-rate financing; (e) a combination of the forms referred to in points (a) to (d). Only expenditure which meets the criteria established in the calls for contributions and which has not been incurred prior to the date of submission of the application may be reimbursed. The agreement referred to in Article 225(8) shall include provisions that allow verifying that the conditions for the award of lump sums, flat-rate financing or unit costs have been complied with. The contributions shall be paid out in full through one single pre-financing payment, unless, in duly justified cases, the authorising officer responsible decides otherwise."
agreement,refer,to in article 225(8,['article'],TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 226  Form of contributions ,"Contributions may take any of the following forms: (a) reimbursement of a percentage of the reimbursable expenditure actually incurred; (b) reimbursement on the basis of unit costs; (c) lump sums; (d) flat-rate financing; (e) a combination of the forms referred to in points (a) to (d). Only expenditure which meets the criteria established in the calls for contributions and which has not been incurred prior to the date of submission of the application may be reimbursed. The agreement referred to in Article 225(8) shall include provisions that allow verifying that the conditions for the award of lump sums, flat-rate financing or unit costs have been complied with. The contributions shall be paid out in full through one single pre-financing payment, unless, in duly justified cases, the authorising officer responsible decides otherwise."
agreement,include,provisions that allow verifying that the conditions for the award of lump sums flatrate financing or unit costs have been complied with,"['provision', 'verifying', 'condition', 'award', 'flatrate financing', 'unit cost']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 226  Form of contributions ,"Contributions may take any of the following forms: (a) reimbursement of a percentage of the reimbursable expenditure actually incurred; (b) reimbursement on the basis of unit costs; (c) lump sums; (d) flat-rate financing; (e) a combination of the forms referred to in points (a) to (d). Only expenditure which meets the criteria established in the calls for contributions and which has not been incurred prior to the date of submission of the application may be reimbursed. The agreement referred to in Article 225(8) shall include provisions that allow verifying that the conditions for the award of lump sums, flat-rate financing or unit costs have been complied with. The contributions shall be paid out in full through one single pre-financing payment, unless, in duly justified cases, the authorising officer responsible decides otherwise."
contribution,pay,in full through one single prefinancing payment,['single prefinance payment'],TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 226  Form of contributions ,"Contributions may take any of the following forms: (a) reimbursement of a percentage of the reimbursable expenditure actually incurred; (b) reimbursement on the basis of unit costs; (c) lump sums; (d) flat-rate financing; (e) a combination of the forms referred to in points (a) to (d). Only expenditure which meets the criteria established in the calls for contributions and which has not been incurred prior to the date of submission of the application may be reimbursed. The agreement referred to in Article 225(8) shall include provisions that allow verifying that the conditions for the award of lump sums, flat-rate financing or unit costs have been complied with. The contributions shall be paid out in full through one single pre-financing payment, unless, in duly justified cases, the authorising officer responsible decides otherwise."
authorise officer responsible,decide,in duly justified cases otherwise,['duly justify case'],TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 226  Form of contributions ,"Contributions may take any of the following forms: (a) reimbursement of a percentage of the reimbursable expenditure actually incurred; (b) reimbursement on the basis of unit costs; (c) lump sums; (d) flat-rate financing; (e) a combination of the forms referred to in points (a) to (d). Only expenditure which meets the criteria established in the calls for contributions and which has not been incurred prior to the date of submission of the application may be reimbursed. The agreement referred to in Article 225(8) shall include provisions that allow verifying that the conditions for the award of lump sums, flat-rate financing or unit costs have been complied with. The contributions shall be paid out in full through one single pre-financing payment, unless, in duly justified cases, the authorising officer responsible decides otherwise."
authorise officer responsible,deem,it appropriate and proportionate on a casebycase basis and subject to a risk analysis,"['casebycase basis', 'risk analysis']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 227  Guarantees ,"The authorising officer responsible may, if he or she deems it appropriate and proportionate, on a case-by-case basis and subject to a risk analysis, require a European political party to lodge a guarantee in advance in order to limit the financial risks connected with the pre-financing payment only when, in the light of the risk analysis, the European political party is at imminent risk of being in one of the exclusion situations referred to in points (a) and (d) of Article 136(1) of this Regulation or when a decision of the Authority for European political parties and European political foundations established under Article 6 of Regulation (EU, Euratom) No 1141/2014 (‘the Authority’) has been communicated to the European Parliament and to the Council in accordance with Article 10(4) of that Regulation. Article 153 shall apply mutatis mutandis to guarantees which may be required in the cases foreseen in the first paragraph of this Article to pre-financing payments made to European political parties."
european political party,be,only when in the light of the risk analysis at imminent risk of being in one of the exclusion situations referred to in points and of article 136(1) of this regulation or,"['light', 'risk analysis', 'imminent risk', 'exclusion situation', 'point', 'article', 'regulation']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 227  Guarantees ,"The authorising officer responsible may, if he or she deems it appropriate and proportionate, on a case-by-case basis and subject to a risk analysis, require a European political party to lodge a guarantee in advance in order to limit the financial risks connected with the pre-financing payment only when, in the light of the risk analysis, the European political party is at imminent risk of being in one of the exclusion situations referred to in points (a) and (d) of Article 136(1) of this Regulation or when a decision of the Authority for European political parties and European political foundations established under Article 6 of Regulation (EU, Euratom) No 1141/2014 (‘the Authority’) has been communicated to the European Parliament and to the Council in accordance with Article 10(4) of that Regulation. Article 153 shall apply mutatis mutandis to guarantees which may be required in the cases foreseen in the first paragraph of this Article to pre-financing payments made to European political parties."
article 153,apply,mutatis mutandis to guarantees which may be required in the cases foreseen in the first paragraph of this article to prefinancing payments made to european political parties,"['mutatis mutandi', 'guarantee', 'case', 'paragraph', 'article', 'payment', 'political party']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 227  Guarantees ,"The authorising officer responsible may, if he or she deems it appropriate and proportionate, on a case-by-case basis and subject to a risk analysis, require a European political party to lodge a guarantee in advance in order to limit the financial risks connected with the pre-financing payment only when, in the light of the risk analysis, the European political party is at imminent risk of being in one of the exclusion situations referred to in points (a) and (d) of Article 136(1) of this Regulation or when a decision of the Authority for European political parties and European political foundations established under Article 6 of Regulation (EU, Euratom) No 1141/2014 (‘the Authority’) has been communicated to the European Parliament and to the Council in accordance with Article 10(4) of that Regulation. Article 153 shall apply mutatis mutandis to guarantees which may be required in the cases foreseen in the first paragraph of this Article to pre-financing payments made to European political parties."
contribution,spend,in accordance with article 222,"['accordance', 'article']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 228  Use of contributions ,"Contributions shall be spent in accordance with Article 222. Any part of the contribution not used within the financial year covered by that contribution (year n) shall be spent on any reimbursable expenditure incurred by 31 December of year n+1. Any remaining part of the contribution that is not spent within that time limit shall be recovered in accordance with Chapter 6 of Title IV. European political parties shall respect the maximum co-financing rate laid down in Article 17(4) of Regulation (EU, Euratom) No 1141/2014. Remaining amounts of the contributions from the previous year shall not be used to finance the part which European political parties are to provide from their own resources. Contributions by third parties to joint events shall not be considered to be part of the own resources of a European political party. European political parties shall use the part of the contribution that has not been used within the financial year covered by that contribution before using contributions awarded after that year. Any interest yielded by the pre-financing payments shall be considered as part of the contribution."
remain contribution spend,recover,in accordance with chapter 6 of title,"['accordance', 'chapter', 'title']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 228  Use of contributions ,"Contributions shall be spent in accordance with Article 222. Any part of the contribution not used within the financial year covered by that contribution (year n) shall be spent on any reimbursable expenditure incurred by 31 December of year n+1. Any remaining part of the contribution that is not spent within that time limit shall be recovered in accordance with Chapter 6 of Title IV. European political parties shall respect the maximum co-financing rate laid down in Article 17(4) of Regulation (EU, Euratom) No 1141/2014. Remaining amounts of the contributions from the previous year shall not be used to finance the part which European political parties are to provide from their own resources. Contributions by third parties to joint events shall not be considered to be part of the own resources of a European political party. European political parties shall use the part of the contribution that has not been used within the financial year covered by that contribution before using contributions awarded after that year. Any interest yielded by the pre-financing payments shall be considered as part of the contribution."
european political party,respect,the maximum cofinancing rate laid down in article 17(4) of regulation (eu euratom,"['maximum cofinance rate', 'article', 'regulation', 'eu euratom']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 228  Use of contributions ,"Contributions shall be spent in accordance with Article 222. Any part of the contribution not used within the financial year covered by that contribution (year n) shall be spent on any reimbursable expenditure incurred by 31 December of year n+1. Any remaining part of the contribution that is not spent within that time limit shall be recovered in accordance with Chapter 6 of Title IV. European political parties shall respect the maximum co-financing rate laid down in Article 17(4) of Regulation (EU, Euratom) No 1141/2014. Remaining amounts of the contributions from the previous year shall not be used to finance the part which European political parties are to provide from their own resources. Contributions by third parties to joint events shall not be considered to be part of the own resources of a European political party. European political parties shall use the part of the contribution that has not been used within the financial year covered by that contribution before using contributions awarded after that year. Any interest yielded by the pre-financing payments shall be considered as part of the contribution."
remain amount contribution previous year,use,to finance the part which european political parties are to provide from which european political parties own resources,"['political party', 'european political party', 'resource']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 228  Use of contributions ,"Contributions shall be spent in accordance with Article 222. Any part of the contribution not used within the financial year covered by that contribution (year n) shall be spent on any reimbursable expenditure incurred by 31 December of year n+1. Any remaining part of the contribution that is not spent within that time limit shall be recovered in accordance with Chapter 6 of Title IV. European political parties shall respect the maximum co-financing rate laid down in Article 17(4) of Regulation (EU, Euratom) No 1141/2014. Remaining amounts of the contributions from the previous year shall not be used to finance the part which European political parties are to provide from their own resources. Contributions by third parties to joint events shall not be considered to be part of the own resources of a European political party. European political parties shall use the part of the contribution that has not been used within the financial year covered by that contribution before using contributions awarded after that year. Any interest yielded by the pre-financing payments shall be considered as part of the contribution."
european political party,be,which european political parties are to provide from which european political parties own resources,"['political party', 'european political party', 'resource']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 228  Use of contributions ,"Contributions shall be spent in accordance with Article 222. Any part of the contribution not used within the financial year covered by that contribution (year n) shall be spent on any reimbursable expenditure incurred by 31 December of year n+1. Any remaining part of the contribution that is not spent within that time limit shall be recovered in accordance with Chapter 6 of Title IV. European political parties shall respect the maximum co-financing rate laid down in Article 17(4) of Regulation (EU, Euratom) No 1141/2014. Remaining amounts of the contributions from the previous year shall not be used to finance the part which European political parties are to provide from their own resources. Contributions by third parties to joint events shall not be considered to be part of the own resources of a European political party. European political parties shall use the part of the contribution that has not been used within the financial year covered by that contribution before using contributions awarded after that year. Any interest yielded by the pre-financing payments shall be considered as part of the contribution."
european political party,own,resources from which,['resource'],TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 228  Use of contributions ,"Contributions shall be spent in accordance with Article 222. Any part of the contribution not used within the financial year covered by that contribution (year n) shall be spent on any reimbursable expenditure incurred by 31 December of year n+1. Any remaining part of the contribution that is not spent within that time limit shall be recovered in accordance with Chapter 6 of Title IV. European political parties shall respect the maximum co-financing rate laid down in Article 17(4) of Regulation (EU, Euratom) No 1141/2014. Remaining amounts of the contributions from the previous year shall not be used to finance the part which European political parties are to provide from their own resources. Contributions by third parties to joint events shall not be considered to be part of the own resources of a European political party. European political parties shall use the part of the contribution that has not been used within the financial year covered by that contribution before using contributions awarded after that year. Any interest yielded by the pre-financing payments shall be considered as part of the contribution."
contribution party joint event,consider,to be part of the own resources of a european political party,"['resource', 'european political party']",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 228  Use of contributions ,"Contributions shall be spent in accordance with Article 222. Any part of the contribution not used within the financial year covered by that contribution (year n) shall be spent on any reimbursable expenditure incurred by 31 December of year n+1. Any remaining part of the contribution that is not spent within that time limit shall be recovered in accordance with Chapter 6 of Title IV. European political parties shall respect the maximum co-financing rate laid down in Article 17(4) of Regulation (EU, Euratom) No 1141/2014. Remaining amounts of the contributions from the previous year shall not be used to finance the part which European political parties are to provide from their own resources. Contributions by third parties to joint events shall not be considered to be part of the own resources of a European political party. European political parties shall use the part of the contribution that has not been used within the financial year covered by that contribution before using contributions awarded after that year. Any interest yielded by the pre-financing payments shall be considered as part of the contribution."
